track_id,track_name,popularity,duration_ms,explicit,album_name,album_release_date,album_type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_names
62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,85,200400,False,No Strings Attached,2000-03-21,album,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,4,*NSYNC
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,85,242373,False,Viva La Vida or Death and All His Friends,2008-05-26,album,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4,Coldplay
2kQuhkFX7uSVepCD3h29g5,Smack That,83,212360,True,Konvicted,2006-01-01,album,0.939,0.741,5,-5.171,0,0.0471,0.323,0.0,0.107,0.925,118.978,4,"Akon, Eminem"
34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,77,232000,False,Year Of The Gentleman (Bonus Track Edition),2008-01-01,album,0.673,0.681,1,-5.693,1,0.118,0.52,0.0,0.235,0.707,171.864,4,Ne-Yo
7k6IzwMGpxnRghE7YosnXT,Me & U,76,192213,False,Cassie (U.S. Version),2006-08-07,album,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,4,Cassie
3DamFFqW32WihKkTVlwTYQ,Fireflies,76,228346,False,Ocean Eyes,2009-01-01,album,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,4,Owl City
4EWCNWgDS8707fNSZ1oaA5,Heartless,84,211000,False,808s & Heartbreak,2008-11-24,album,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,4,Kanye West
3U5JVgI2x4rDyHGObzJfNf,Unwritten,85,259333,False,Unwritten,2004-08-30,album,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,4,Natasha Bedingfield
0xmjwnQ3FNE6HuWCt2nHdZ,Where Is The Love?,79,272533,False,Elephunk,2003-06-24,album,0.834,0.699,5,-3.222,1,0.178,0.111,0.0,0.131,0.809,94.086,4,Black Eyed Peas
7uKcScNXuO3MWw6LowBjW1,"1, 2 Step (feat. Missy Elliott)",75,203786,False,Goodies,2004-09-27,album,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,4,"Ciara, Missy Elliott"
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,81,235213,True,Speakerboxxx/The Love Below,2003,album,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,4,Outkast
2aI21FnmY7TJVKeMaoQZ0t,Say It Right,79,223080,False,Loose,2006-01-01,album,0.871,0.871,1,-6.328,1,0.139,0.0469,0.00114,0.0543,0.811,116.946,4,Nelly Furtado
0SiywuOBRcynK0uKGWdCnn,Bad Romance,82,294573,True,The Fame Monster (Deluxe Edition),2009-11-05,album,0.695,0.921,0,-3.752,1,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,4,Lady Gaga
0mZ5GyrHG908lqrHaTw4hi,No One,75,254523,False,No One (Remixes),2007-10-09,album,0.641,0.552,1,-5.423,0,0.0283,0.027,4.63e-06,0.148,0.152,90.098,4,Alicia Keys
4E6cwWJWZw2zWf7VFbH7wf,Love Song,71,258826,False,Little Voice,2007-07-03,album,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,4,Sara Bareilles
4NOZ35Dhucr6UlVyLOtktd,Dangerous,74,246053,True,Not 4 Sale,2008-01-01,album,0.949,0.789,8,-5.956,1,0.0755,0.00437,0.0,0.0816,0.808,117.002,4,"Kardinal Offishall, Akon"
1Jo0Zg7XlrA6z0mFTZVdkn,Don't Stop The Music,69,267080,False,Good Girl Gone Bad,2007-01-01,album,0.834,0.669,6,-5.582,0,0.0637,0.0341,7.18e-05,0.0535,0.547,122.669,4,Rihanna
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,85,222973,False,Hot Fuss,2004,album,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4,The Killers
70FCugJxa7XW04Np6iYJdI,21 Questions,75,224440,True,Get Rich Or Die Tryin',2003-02-06,album,0.646,0.813,6,-3.846,0,0.299,0.349,9.37e-05,0.0427,0.895,92.729,4,"50 Cent, Nate Dogg"
1NhPKVLsHhFUHIOZ32QnS2,Secrets,73,224693,False,Waking Up,2009-01-01,album,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,4,OneRepublic
5VGlqQANWDKJFl0MBG3sg2,Use Somebody,76,230760,False,Only By The Night,2008-09-23,album,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,4,Kings of Leon
0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),79,242733,True,FutureSex/LoveSounds,2006-09-12,album,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,4,"Justin Timberlake, Timbaland"
3Gf5nttwcX9aaSQXRWidEZ,Ride Wit Me,75,291781,True,Country Grammar,2000-06-27,album,0.85,0.7,7,-6.49,1,0.0478,0.0607,1.66e-06,0.244,0.724,101.875,4,"Nelly, City Spud"
1GLx5tpDdwEFiA7KaikvX2,Beautiful,71,312986,False,Freedom,2008-01-01,album,0.739,0.945,0,-4.443,0,0.0881,0.125,0.0,0.112,0.627,130.018,4,"Akon, Colby O'Donis, Kardinal Offishall"
4E5P1XyAFtrjpiIxkydly4,Replay,75,182306,False,Replay,2009-08-18,album,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,4,Iyaz
2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",76,229093,False,From Under The Cork Tree,2005-05-03,album,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,4,Fall Out Boy
3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,81,228706,False,The Diary Of Alicia Keys,2003-12-02,album,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,3,Alicia Keys
2yPoXCs7BSIUrucMdK5PzV,Umbrella,70,275986,False,Good Girl Gone Bad,2007-01-01,album,0.585,0.828,1,-4.603,1,0.124,0.00906,0.0,0.0426,0.584,174.034,4,"Rihanna, JAY-Z"
285hMzLhJwHVLe9QT9qilk,Breakeven,78,261426,False,The Script,2008-07-14,album,0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,4,The Script
2hns6Dv29Yrg68AVTJiAyA,Who Knew - Edit,74,208493,False,I'm Not Dead,2006-04-04,album,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,4,P!nk
7z3N2W7Xz1t2G2sAO8wFVH,Burn,70,231933,False,Confessions (Expanded Edition),2004-03-23,album,0.796,0.477,1,-7.161,1,0.108,0.314,0.0,0.12,0.685,119.928,4,USHER
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),84,218093,False,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,album,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,4,"Shakira, Wyclef Jean"
4nTjkWK590oBDcnIxTr1mI,Favorite Girl,71,256799,False,My World,2009-01-01,album,0.58,0.681,7,-4.469,1,0.0435,0.0468,0.0,0.104,0.633,176.042,4,Justin Bieber
0mUyMawtxj1CJ76kn9gIZK,Bad Day,73,233640,False,Daniel Powter,2005-02-22,album,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,4,Daniel Powter
0CXVjQI9wsqaGeIARkkpYc,I Wanna Love You,73,247066,True,Konvicted,2006-01-01,album,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.982,4,"Akon, Snoop Dogg"
5hnyJvgoWiQUYZttV4wXy6,Chasing Cars,80,267960,False,Eyes Open,2006-01-01,album,0.561,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.006,4,Snow Patrol
0r2Bul2NuCViraT2zX1l5j,Get Low,72,334066,True,Kings Of Crunk,2002-10-29,album,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,4,"Lil Jon & The East Side Boyz, Ying Yang Twins"
4wH4dJgrsxONID6KS2tDQM,Maneater,81,258893,False,Loose,2006-01-01,album,0.796,0.778,6,-4.81,1,0.0397,0.0258,0.000386,0.121,0.789,132.724,4,Nelly Furtado
1tkMs9wDPknQ3ZHcKDw1ES,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),76,227960,False,Epiphany (Expanded Edition),2007-06-05,album,0.693,0.549,1,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028,4,"T-Pain, Yung Joc"
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,76,232533,False,All That We Needed,2005-01-01,album,0.658,0.291,2,-10.572,1,0.0292,0.872,0.0,0.114,0.295,103.962,4,Plain White T's
02jcEwywffn3Tsb48fXmlW,Get the Party Started,68,192533,False,M!ssundaztood (Expanded Edition),2001,album,0.802,0.903,11,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93,4,P!nk
3FAclTFfvUuQYnEsptbK8w,Back To Black,81,241293,True,Back To Black (Deluxe Edition),2006,album,0.434,0.422,7,-13.964,0,0.0375,0.134,2.05e-05,0.0861,0.377,123.201,4,Amy Winehouse
2mKouqwAIdQnMP43zxR89r,What's Luv? (feat. Ja-Rule & Ashanti),72,267093,True,Jealous Ones Still Envy (J.O.S.E),2001-12-04,album,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,4,"Fat Joe, Ja Rule, Ashanti"
6CFPFnS9EcLs2I0nWqtWci,Because Of You,74,266840,False,Because Of You,2007-01-01,album,0.81,0.538,0,-5.783,0,0.0357,0.53,0.0,0.0951,0.832,109.97,4,Ne-Yo
5imShWWzwqfAJ9gXFpGAQh,Waiting On the World to Change,74,201173,False,Continuum,2006-09-11,album,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,4,John Mayer
30cSNer6TV8x2utjULVeQ5,SOS,76,238920,False,A Girl Like Me,2006-04-10,album,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4,Rihanna
0BxfFnk0YzONqvmrkO0QrB,Don't Cha,71,272080,False,PCD,2005-01-01,album,0.875,0.63,1,-3.475,1,0.0994,0.00546,2.47e-06,0.127,0.548,120.016,4,"The Pussycat Dolls, Busta Rhymes"
7jk7gqyEonmVVYahZN5zhW,Circus,77,192360,False,Circus (Deluxe Version),2008-12-02,album,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,4,Britney Spears
1vxw6aYJls2oq3gW0DujAo,Crazy,75,177933,False,St. Elsewhere,2006-04-24,album,0.866,0.537,8,-5.786,1,0.0335,0.053,0.0156,0.0866,0.643,111.987,4,Gnarls Barkley
6zMUIb4uce1CzpbjR3vMdN,Foolish,72,227386,True,Ashanti,2002-01-01,album,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,4,Ashanti
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,90,183956,False,AM,2013-09-09,album,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4,Arctic Monkeys
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,85,242373,False,Viva La Vida or Death and All His Friends,2008-05-26,album,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4,Coldplay
4Yf5bqU3NK4kNOypcrLYwU,Faint,84,162106,False,Meteora,2003-09-16,album,0.554,0.98,4,-3.514,1,0.108,0.127,0.0,0.0833,0.611,135.12,4,Linkin Park
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,86,290320,True,The Eminem Show,2002-05-26,album,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,4,Eminem
62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,85,200400,False,No Strings Attached,2000-03-21,album,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,4,*NSYNC
3U5JVgI2x4rDyHGObzJfNf,Unwritten,85,259333,False,Unwritten,2004-08-30,album,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,4,Natasha Bedingfield
3AJwUDP919kvQ9QcozQPxg,Yellow,89,266773,False,Parachutes,2000-07-10,album,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,Coldplay
60a0Rd6pjrkxjPbaKzXjfq,In the End,87,216880,False,Hybrid Theory (Bonus Edition),2000,album,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4,Linkin Park
561jH07mF1jHuk7KlaeF0s,Mockingbird,85,250760,True,Encore (Deluxe Version),2004-11-12,album,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,4,Eminem
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,85,222973,False,Hot Fuss,2004,album,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4,The Killers
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),84,218093,False,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,album,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,4,"Shakira, Wyclef Jean"
75JFxkI2RXiU7L9VXzMkle,The Scientist,84,309600,False,A Rush of Blood to the Head,2002-08-27,album,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4,Coldplay
2nLtzopw4rPReszdYBJU6h,Numb,87,187520,False,Meteora,2003-09-16,album,0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,4,Linkin Park
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,84,284200,True,The Marshall Mathers LP,2000-05-23,album,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4,Eminem
4EWCNWgDS8707fNSZ1oaA5,Heartless,84,211000,False,808s & Heartbreak,2008-11-24,album,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,4,Kanye West
0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,83,235893,False,Fallen,2003-03-04,album,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,4,Evanescence
7D0RhFcb3CrfPuTJ0obrod,Sparks,85,227093,False,Parachutes,2000-07-10,album,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,3,Coldplay
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),84,250373,False,Confessions (Expanded Edition),2004-03-23,album,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,4,"USHER, Lil Jon, Ludacris"
6I9VzXrHxO9rA9A5euc8Ak,Toxic,83,198800,False,In The Zone,2003-11-13,album,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4,Britney Spears
2kQuhkFX7uSVepCD3h29g5,Smack That,83,212360,True,Konvicted,2006-01-01,album,0.939,0.741,5,-5.171,0,0.0471,0.323,0.0,0.107,0.925,118.978,4,"Akon, Eminem"
0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,83,223840,False,Silver Side Up,2001-09-11,album,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,4,Nickelback
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,83,199693,False,Animal (Expanded Edition),2010-01-01,album,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,4,Kesha
5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,83,237506,True,Graduation,2007-09-11,album,0.639,0.628,6,-7.578,0,0.0398,0.0381,0.0,0.386,0.43,90.482,4,"Kanye West, Dwele"
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",83,216773,False,"Save Me, San Francisco (Golden Gate Edition)",2010-12-01,album,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,4,Train
0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,82,203346,False,Only By The Night,2008-09-23,album,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4,Kings of Leon
3K4HG9evC7dg3N0R9cYqk4,One Step Closer,82,157333,False,Hybrid Theory (Bonus Edition),2000,album,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,Linkin Park
42qNWdLKCI41S4uzfamhFM,Duvet,82,203600,False,Twilight,2010-04-20,album,0.583,0.888,11,-9.414,0,0.0349,0.191,4.58e-05,0.0936,0.706,93.206,4,bôa
2bLqfJjuC5syrsgDsZfGmn,The Way I Are,82,179120,False,Shock Value,2007-01-01,album,0.729,0.807,6,-6.492,1,0.0936,0.181,0.75,0.319,0.765,114.742,4,"Timbaland, Keri Hilson, D.O.E."
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,83,222640,False,Demon Days,2005-05-23,album,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4,Gorillaz
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,82,295533,False,X&Y,2005-06-07,album,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4,Coldplay
2gam98EZKrF9XuOkU13ApN,Promiscuous,82,242293,False,Loose,2006-01-01,album,0.808,0.97,10,-6.098,0,0.0504,0.0573,6.17e-05,0.154,0.868,114.328,4,"Nelly Furtado, Timbaland"
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,82,232106,False,Elephant,2003-04-01,album,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,The White Stripes
4xkOaSrkexMciUUogZKVTS,Till I Collapse,82,297786,True,The Eminem Show,2002-05-26,album,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,4,"Eminem, Nate Dogg"
0SiywuOBRcynK0uKGWdCnn,Bad Romance,82,294573,True,The Fame Monster (Deluxe Edition),2009-11-05,album,0.695,0.921,0,-3.752,1,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,4,Lady Gaga
3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,81,269000,False,By the Way (Deluxe Edition),2002-07-09,album,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,4,Red Hot Chili Peppers
3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,81,228706,False,The Diary Of Alicia Keys,2003-12-02,album,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,3,Alicia Keys
6ECp64rv50XVz93WvxXMGF,This Love,82,206200,False,Songs About Jane: 10th Anniversary Edition,2002,album,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,4,Maroon 5
0BCPKOYdS2jbQ8iyB56Zns,Clocks,81,307879,False,A Rush of Blood to the Head,2002-08-27,album,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,4,Coldplay
4woTEX1wYOTGDqNXuavlRC,Superman,81,350320,True,The Eminem Show,2002-05-26,album,0.802,0.755,4,-3.138,0,0.0564,0.0215,0.0,0.295,0.58,130.027,4,"Eminem, Dina Rae"
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,81,235213,True,Speakerboxxx/The Love Below,2003,album,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,4,Outkast
4wH4dJgrsxONID6KS2tDQM,Maneater,81,258893,False,Loose,2006-01-01,album,0.796,0.778,6,-4.81,1,0.0397,0.0258,0.000386,0.121,0.789,132.724,4,Nelly Furtado
3FAclTFfvUuQYnEsptbK8w,Back To Black,81,241293,True,Back To Black (Deluxe Edition),2006,album,0.434,0.422,7,-13.964,0,0.0375,0.134,2.05e-05,0.0861,0.377,123.201,4,Amy Winehouse
5SkRLpaGtvYPhw02vZhQQ9,All Falls Down,81,223506,True,The College Dropout,2004-02-10,album,0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03,4,"Kanye West, Syleena Johnson"
1QV6tiMFM6fSOKOGLMHYYg,Poker Face,81,237200,False,The Fame,2008-01-01,album,0.851,0.806,4,-4.618,1,0.0787,0.119,1.72e-06,0.121,0.774,119.001,4,Lady Gaga
0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,81,270506,True,Stankonia,2000-10-31,album,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,4,Outkast
228BxWXUYQPJrJYHDLOHkj,Gasolina,80,192600,False,Barrio Fino (Bonus Track Version),2004-07-13,album,0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,4,Daddy Yankee
5xEM5hIgJ1jjgcEBfpkt2F,Complicated,81,244506,False,Let Go,2002-06-04,album,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,4,Avril Lavigne
7rbECVPkY5UODxoOUVKZnA,I Wonder,81,243440,True,Graduation,2007-09-11,album,0.542,0.466,0,-8.668,1,0.0824,0.141,0.000444,0.125,0.127,191.386,4,Kanye West
4waqcUQWdj0yH26STWl2Rq,Rosas,80,236506,False,Lo Que Te Conte Mientras Te Hacias La Dormida,2003,album,0.783,0.685,9,-5.008,1,0.0271,0.627,3.49e-06,0.108,0.54,107.01,4,La Oreja de Van Gogh
6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",81,177826,True,"Rise And Fall, Rage And Grace",2008-06-17,album,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,4,The Offspring
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),84,250373,False,Confessions (Expanded Edition),2004-03-23,album,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,4,"USHER, Lil Jon, Ludacris"
5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),77,236133,False,Dangerously In Love,2003-06-24,album,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,4,"Beyoncé, JAY-Z"
3WkibOpDF7cQ5xntM1epyf,It Wasn't Me,77,227600,False,Hot Shot,2000-08-08,album,0.853,0.606,0,-4.596,1,0.072,0.0561,0.0,0.313,0.653,94.753,4,"Shaggy, Rik Rok"
1vxw6aYJls2oq3gW0DujAo,Crazy,75,177933,False,St. Elsewhere,2006-04-24,album,0.866,0.537,8,-5.786,1,0.0335,0.053,0.0156,0.0866,0.643,111.987,4,Gnarls Barkley
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,85,222973,False,Hot Fuss,2004,album,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4,The Killers
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,84,284200,True,The Marshall Mathers LP,2000-05-23,album,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4,Eminem
0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,70,199853,True,Love. Angel. Music. Baby.,2004-11-12,album,0.926,0.916,10,-2.221,0,0.0929,0.35,6.01e-06,0.0234,0.904,110.009,4,Gwen Stefani
3zSCNTXI7Ed0PiidZVmzIe,Ignition - Remix,57,186040,False,The Essential R. Kelly,2014-05-19,compilation,0.778,0.549,1,-6.144,1,0.0473,0.0549,0.0,0.0724,0.802,133.041,4,R. Kelly
1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,79,173026,False,Spice,1996-01-01,album,0.768,0.864,11,-6.149,1,0.0324,0.101,0.0,0.162,0.891,110.009,4,Spice Girls
4fzsfWzRhPawzqhX8Qt9F3,Stronger,8,311866,True,Graduation,2007-09-11,album,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,4,Kanye West
7uKcScNXuO3MWw6LowBjW1,"1, 2 Step (feat. Missy Elliott)",75,203786,False,Goodies,2004-09-27,album,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,4,"Ciara, Missy Elliott"
1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,78,225373,False,Beautiful Girls,2007-07-23,single,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,4,Sean Kingston
5A6OHHy73AR5tLxgTc98zz,Black and Yellow,73,217666,True,Rolling Papers,2011-03-29,album,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,4,Wiz Khalifa
66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),74,221933,False,souljaboytellem.com,2007-01-01,album,0.733,0.74,0,-2.18,1,0.0905,0.513,0.0,0.0468,0.799,140.2,4,Soulja Boy
1QV6tiMFM6fSOKOGLMHYYg,Poker Face,81,237200,False,The Fame,2008-01-01,album,0.851,0.806,4,-4.618,1,0.0787,0.119,1.72e-06,0.121,0.774,119.001,4,Lady Gaga
4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything (feat. Nayer),84,252306,False,Planet Pit (Deluxe Version),2011-06-17,album,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,4,"Pitbull, AFROJACK, Ne-Yo, Nayer"
0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,79,267080,False,Good Girl Gone Bad: Reloaded,2008-06-02,album,0.834,0.669,6,-5.582,0,0.0637,0.0341,7.18e-05,0.0535,0.547,122.669,4,Rihanna
7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,75,262466,False,Spirit,2007,album,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,4,Leona Lewis
4r8lRYnoOGdEi6YyI5OC1o,Bye Bye Bye,74,200560,False,No Strings Attached,2000-03-21,album,0.614,0.928,8,-4.806,0,0.0516,0.0408,0.00104,0.0845,0.879,172.656,4,*NSYNC
4E5P1XyAFtrjpiIxkydly4,Replay,75,182306,False,Replay,2009-08-18,album,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,4,Iyaz
1Mb8WgET5ozEtG0zlibyUy,Timber,61,204160,False,Global Warming: Meltdown,2012,album,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,4,"Pitbull, Kesha"
2UijQcg9x42vsbXYh0PzPO,Oh My Love,63,164516,False,Oh My Love,2024-09-12,single,0.635,0.809,8,-5.642,0,0.0421,0.468,0.000407,0.1,0.0889,123.978,4,ConKi
3R1Xa7LkesYpNI3v6fslKi,Riptide,69,201733,False,Dream Your Life Away,2014-09-05,album,0.502,0.719,1,-6.649,1,0.0349,0.46,0.0,0.114,0.438,101.609,4,Vance Joy
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,85,220734,False,Doo-Wops & Hooligans,2010-05-11,album,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,4,Bruno Mars
3SPDQfj2UfWq6A2NllZnzn,What Makes You Beautiful,1,198053,False,Up All Night,2012-05-25,album,0.729,0.771,4,-2.451,1,0.0725,0.00761,0.0,0.087,0.873,125.011,4,One Direction
